Mer Number,Cust-Code,Customer,Cust Part No,Date,Stock,Alloc Stock,Location,PCB Type,Fixture,New1,Partfinished,Notes,Spare1,Spare2,ISSUE LEVEL,Date3,Spare4,Spare5,Spare6,MAT,Fecreator,Toolingdate,Sparealpha,Sparenum,Fulldesc,S1,S2,S3,S4,Sd,Sdd,Newalp,Newalp2,Contimp ,Aalpha,Aalpha2,Numm1,Numm2,Qty Bonds,Qty drills ,Qty layers,Comments,Spared,Spared2,Sparen,Spaa,Spab,Tech,x
K49536,NC003,NCAB Group SWEDEN AB,2W29652 4167101 REV 1,19/12/2023,45,,2,PTH,,,,,Use CAC,,1,,,ML4b,SIEL,NOBUILD,SGJ,05/01/2024,Merlin,2,,,,,,,,,Y,No,ITAR,Up Issue,,2,,,,,,,,No,,,x
K49538,NC003,NCAB Group SWEDEN AB,6W29657 2859930 - 2300792600,21/12/2023,6,,3,6LYR,,,,,Use Foil,,A,,,ML11a,OGEL,NOBUILD,SGJ,06/01/2024,Merlin,6,,,,,,,,,Y,No,ITAR,New,,4,,,,,,,,No,,,x
K49559,CO051,Confidee GmbH,ART01763 LAY49930E 1X5 Main Bus,05/01/2024,10,,4A,PV_BP_2,18949/18950,,,,Use CAC,,No Iss,,,ML9A1,OGEL,NOBUILD,DF,17/01/2024,Merlin,6,,,,,,,,,Y,No,,New,,4,,,,,,,,Yes,,,x
K49565,NC003,NCAB Group SWEDEN AB,8W29700 1860-5921,08/01/2024,,,,PV_BP,,,,,Use Foil,,A,,,ML10A,OGEL,NOBUILD,TM,25/01/2024,Anne,8,,,,,,,,,Y,No,ITAR,Up Issue,,4,,,,,,,,,,,x
K49575,EL024,Elmatica GmBH,TVMM6190006_R2 ADAPTERKORT 16-POLIG,10/01/2024,,,,PV_BP_EM,,,,,Use CAC,,R2,,,ML18A,OGEL,NOBUILD,DF,12/01/2024,Merlin,12,,,,,,,,,Y,No,ITAR,New,,6,,,,,,,,,,,x
K49588,EL024,Elmatica GmBH,TVKM2190089_R2 TS MOD TEST UNIT,15/01/2024,2,,6,etch_mas,18972,,,,Use Foil,,R2,,,ML18A,OGEL,NOBUILD,DF,19/01/2024,Merlin,8,,,,,,,,,Y,No,ITAR,New,,6,,,,,,,,,,,x
K49611,EL024,Elmatica GmBH,EP4153A,24/01/2024,4,,6A,PTH,,,,,Use CAC,,A,,,ML10A,OGEL,NOBUILD,TM,26/01/2024,Jen,2,,,,,,,,,Y,No,ITAR,New,,4,,,,,,,,,,,x
K49619,EL024,Elmatica GmBH,TVKM1170516_R2,26/01/2024,2,,27A,PV_BP,,,,,Use CAC,,R2,,,ML5b,OGEL,NOBUILD,TM,30/01/2024,Atoy,6,,,,,,,,,Y,No,,Up Issue,,4,,,,,,,,,,,x
K49621,EL024,Elmatica GmBH,"F1341-223941 MK CL, CONTROL LOGIC ELM0094113",26/01/2024,,,,8LYR,,,,,Use Foil,,4,,,ML4B,OGEL,NOBUILD,TM,15/02/2024,Anne,8,,,,,,,,,Y,No,,New,,6,,,,,,,,,,,x
K49630,CO053,Confidee AB,"ART02449 SKY-WATCH, ML-6 LAYERSky-Watch, ML-6 layer",30/01/2024,,,,PV_BP,,,,,Use CAC,,No Iss,,,ML10C,SIEL,NOBUILD,HM,02/02/2024,Anne,6,,,,,,,,,Y,No,,New,,2,,,,,,,,,,,x
K49643,EL024,Elmatica GmBH,ELM0094117 EP5153A,01/02/2024,7,,8,6LYR,,,,,Use Foil,,A,,,ML18,OGEL,NOBUILD,HM,05/02/2024,Jen,6,,,,,,,,,Y,No,ITAR,New,,6,,,,,,,,,,,x
K49644,EL024,Elmatica GmBH,ELM0094118 EP5156A,01/02/2024,18,,9,6LYR,,,,,Use Foil,,A,,,ML18,OGEL,NOBUILD,HM,07/02/2024,Anne,6,,,,,,,,,Y,No,,New,,6,,,,,,,,,,,x
K49645,EL024,Elmatica GmBH,ELM0094119 EP5157A,01/02/2024,6,,9,6LYR,,,,,Use Foil,,A,,,ML18,OGEL,NOBUILD,HM,12/02/2024,Jen,6,,,,,,,,,,No,ITAR,New,,6,,,,,,,,,,,x
K49691,CO053,Confidee AB,ART02515 47524 SP001107 V 1.0,12/02/2024,,,,PV_BP,19014,,,,Use CAC,,1,,,ML9A,OGEL,NOBUILD,HM,19/02/2024,Atoy,6,,,,,,,,,Y,Yes,,New,,4,,,,,,,,,,,x
K49693,CO053,Confidee AB,ART02439 16854 SP000931_0_MFG_220124,12/02/2024,4,,9,PV_BP_2N,,,,,Use CAC,,No Iss,,,ML9A,OGEL,NOBUILD,NDB,14/02/2024,Merlin,6,,,,,,,,,,Yes,,New,,4,,,,,,,,Yes,,,x
K49719,EL024,Elmatica GmBH,20002819 A  (ME59M0041947SAMP),19/02/2024,,,,8LYR,,,,,Use CAC,x,A,,,ML6A,OGEL,NOBUILD,NDB,20/02/2024,Merlin,8,,,,,,,,,Y,Yes,ITAR,Re-Tool,,4,,,,,,,,,,,x
K49736,NC003,NCAB Group SWEDEN AB,18W29799 4099121 Rev 1,22/02/2024,2,,28,PV_BPX,19325,,,,Use CAC,,1,,,Ml10A,OGEL,NOBUILD,NDB,15/04/2024,Merlin,18,,,,,,,,,Y,Yes,ITAR,New,,4,,,,,,,,,,,x
K49751,EL024,Elmatica GmBH,TVMM6050027_R1,27/02/2024,6,,35B,PV_BP,,,,,Use Foil,,R1,,,ML5b,OGEL,NOBUILD,DF,29/02/2024,Merlin,4,,,,,,,,,Y,No,,New,,4,,,,,,,,,,,x
K49752,NC003,NCAB Group SWEDEN AB,8W29822 5013616A ROAM117316 (TVKM1170316) Issue 2,27/02/2024,1,,19,PV_BP_NE,,,,,Use CAC,,R2,,,ML18,OGEL,NOBUILD,TM,24/04/2024,Anne,8,,,,,,,,,Y,No,,Up Issue,,6,,,,,,,,,,,x
K49753,NC003,NCAB Group SWEDEN AB,14W29821 5013615A,27/02/2024,,,,AUTAB1BP,19204/19226,,,,Use CAC,,A,,,ML18A,OGEL,NOBUILD,DF,04/03/2024,Merlin,14,,,,,,,,,Y,No,,New,,6,,,,,,,,,,,x
K49755,NC003,NCAB Group SWEDEN AB,6W29812 4099820 Issue A,28/02/2024,16,,30B,6LYR,,,,,Use CAC,,A,,,ML10A,OGEL,NOBUILD,DF,25/06/2024,Merlin,6,,,,,,,,,Y,Yes,,New,,4,,,,,,,,,,,x
K49769,NC002,NCAB Group Finland OY,ELM0093348 LFSWEP4886C,04/03/2024,30,,18B,PV_BP_NE,,,,,Use CAC,,C,,,ML5A,OGEL,NOBUILD,TM,27/03/2024,Merlin,6,,,,,,,,,Y,Yes,,Re-Tool,,4,,,,,,,,,,,x
K49779,NC008,NCAB France,FR14L10011 5000001231 PANEL FN-CORE_BOARD C2 5,06/03/2024,,,,14Sx4-L3,,,,,Use CAC,,-,,,ML5A,OGEL,NOBUILD,SGJ,19/03/2024,Merlin,14,,,,,,,,,Y,Yes,ITAR,New,,4,,,,,,,,Yes,,,x
K49796,CO050,Confidee AS,ART01585,08/03/2024,34,,39A,8LYR,19424,,,,Use CAC,,B,,,ML6A,OGEL,NOBUILD,NDB,19/03/2024,Merlin,8,,,,,,,,,Y,No,,New,,4,,,,,,,,,,,x
K49797,NC005,NCAB Group Norway,16WA20749 4180575 68093839-04 Rev.A,11/03/2024,1,,15A,PV_BP,,,,,Use CAC,,A,,,ML4A,OGEL,NOBUILD,DF,02/04/2024,Merlin,16,,,,,,,,,Y,Yes,ITAR,New,,6,,,,,,,,,,,x
K49798,NC005,NCAB Group Norway,10WA20500 4180099 60237825-02 Rev.B,11/03/2024,,,,PV_BP,,,,,Use Foil,,B,,,ML4A,OGEL,NOBUILD,DF,20/03/2024,Merlin,10,,,,,,,,,Y,No,ITAR,New,,6,,,,,,,,,,,x
K49812,NC003,NCAB Group SWEDEN AB,10W29826 5013245K Re-Tool now K50283,14/03/2024,,,,ml_pnl20,19193,,,,Use Foil,,K,,,ML4A,OGEL,NOBUILD,DF,10/04/2024,Merlin,10,,,,,,,,,Y,No,ITAR,Up Issue,,6,,,,,,,,,,,x
K49826,CO053,Confidee AB,ART03070 SP001051.1 VDS Carrier Board,22/03/2024,1,,14B,6LYR,19096,,,,Use CAC,x,1.1,,,ML5b,OGEL,NOBUILD,DF,26/03/2024,Merlin,6,,,,,,,,,Y,Yes,,Up Issue,,4,,,,,,,,,,,x
K49834,CO050,Confidee AS,ART04488,25/03/2024,,,,rt1,,,,,Use Foil,,No iss,,,ML5A,OGEL,NOBUILD,TM,22/04/2024,Merlin,2,,,,,,,,,Y,No,ITAR,Re-Tool,,4,,,,,,,,,,,x
K49863,NC003,NCAB Group SWEDEN AB,6W29927 4046831 Rev 5,02/04/2024,3,,19A,6LYR,19154,,,,Use Foil,,5,,,ML10A,OGEL,NOBUILD,HM,15/04/2024,Jen,6,,,,,,,,,Y,No,ITAR,New,,4,,,,,,,,,,,x
K49864,NC003,NCAB Group SWEDEN AB,8908240-021 (10W29924 4046774 Rev 5),02/04/2024,6,,23,10LYR,,,,,Use CAC,,A,,,ML10A,OGEL,NOBUILD,HM,29/05/2024,Jen,10,,,,,,,,,Y,No,ITAR,New,,4,,,,,,,,,,,x
K49907,NC003,NCAB Group SWEDEN AB,2W29981 LFSWEP4329C,15/04/2024,30,,21A,PTH,,,,,Use Foil,,C,,,ML5A,OGEL,NOBUILD,SGJ,16/05/2024,Merlin,2,,,,,,,,,Y,No,,New,,4,,,,,,,,No,,,x
K49911,CO051,Confidee GmbH,ART03143 CSMCCD825 PCB,15/04/2024,,,,8SPL_PV,,,,,,,No Iss,,,,Yes,,,,,8,,,,,,,,,,No,ITAR,New,,,,,,,,,,,,,x
K49914,CO051,Confidee GmbH,ART03144 MIMUCSM PCB,15/04/2024,,,,6PV,,,,,,,No Iss,,,,Yes,,,,,6,,,,,,,,,,No,,New,,,,,,,,,,,,,x
K49928,NC005,NCAB Group Norway,2WA19917 196134 Angle Sensors Rev.01,23/04/2024,40,,18A,PTH,,,,,Use Foil,,01,,,ML4A,OGEL,NOBUILD,TM,29/04/2024,Jen,2,,,,,,,,,Y,No,,New,,6,,,,,,,,,,,x
K49947,NC009,NCAB Group Benelux B.V.,D0833 XA3122P_REV A,29/04/2024,,,,1-47-10X,19295,,,,Use CAC,,A,,,ML6A,OGEL,NOBUILD,DF,16/05/2024,Merlin,10,,,,,,,,,Y,Yes,ITAR,New,,4,,,,,,,,,,,x
K49957,NC005,NCAB Group Norway,12WA21079 4181168 68095487.03 Rev A,01/05/2024,,,,PV_BP,,,,,Use CAC,,A,,,ML18A,OGEL,NOBUILD,SGJ,20/05/2024,Merlin,12,,,,,,,,,Y,Yes,,New,,6,,,,,,,,No,,,x
K49974,NC003,NCAB Group SWEDEN AB,8W28743 1860-5678,08/05/2024,1,,21,8LYR,,,,,Use CAC,,1 (rev A),,,ML18A,OGEL,NOBUILD,DF,16/05/2024,Merlin,8,,,,,,,,,,No,ITAR,New,,6,,,,,,,,,,,x
K49976,NC007,NCAB GROUP IBERIA S.A.U.,2S10351 AND00000440000043 0024770000201 PM00REV:A1,09/05/2024,,,,PTH,,,,,,,A1,,,,Yes,,,,,2,,,,,,,,,,No,,New,,,,,,,,,,,,,x
K50000,NC005,NCAB Group Norway,6WA22013 196135 601185 Ver.5.0,14/05/2024,,,,PV_BP,19207/19435,,,,Use Foil,,5,,,ML4A,OGEL,NOBUILD,TM,29/05/2024,Jen,6,,,,,,,,,Y,No,,New,,6,,,,,,,,,,,x
K50003,CO050,Confidee AS,ART03461 4183267 60312941-02 PCB DMU ADAPTER MAC13,15/05/2024,2,,23A,8LYR,,,,,Use CAC,,No Iss,,,ML18,OGEL,NOBUILD,DF,21/05/2024,Merlin,8,,,,,,,,,Y,No,,New,,6,,,,,,,,,,,x
K50004,CO050,Confidee AS,ART03462 4183269 60312941-01 PCB DMU ADAPTER MAC12,15/05/2024,,,,8LYR,,,,,Use CAC,,-,,,ML18A,OGEL,NOBUILD,DF,22/05/2024,Merlin,8,,,,,,,,,Y,No,ITAR,New,,6,,,,,,,,,,,x
K50010,NC008,NCAB France,FR10L10305 5000001308 PANEL DFDIG_PSB D2 1X,15/05/2024,,,,PV_BP,19199/19213/19223,,,,Use CAC,,D2,,,ML5A,OGEL,NOBUILD,DF,30/05/2024,Merlin,10,,,,,,,,,Y,Yes,ITAR,New,,4,,,,,,,,,,,x
K50011,NC003,NCAB Group SWEDEN AB,6W30086 1860-5950  JFP_POWC_MPC-IF 401031822 REV.B UTG.2,16/05/2024,5,,22A,PV_BP,,,,,Use Foil,,B/2,,,ML4A,OGEL,NOBUILD,HM,21/05/2024,Anne,6,,,,,,,,,Y,No,,New,,6,,,,,,,,,,,x
K50015,NC005,NCAB Group Norway,8WA22023 4047742 68095487-00 Rev .-,16/05/2024,,,,PV_BP_NE,,,,,Use CAC,,-,,,ML4A,OGEL,NOBUILD,DF,11/06/2024,Merlin,8,,,,,,,,,Y,Yes,ITAR,New,,6,,,,,,,,,,,x
K50020,NC003,NCAB Group SWEDEN AB,4W30097 1860-6256 JFP POWC CAPS 401031825,17/05/2024,,,,PV_BP,,,,,Use CAC,,B/2,,,ML4A,OGEL,NOBUILD,HM,22/05/2024,Jen,4,,,,,,,,,Y,No,,New,,6,,,,,,,,,,,x
K50026,NC003,NCAB Group SWEDEN AB,6W30118 1860-6259,22/05/2024,,,,PV_BP,19189,,,,Use CAC,,-,,,ML4A,OGEL,NOBUILD,SGJ,23/05/2024,Merlin,6,,,,,,,,,Y,No,ITAR,Up Issue,,6,,,,,,,,No,,,x
K50032,NC003,NCAB Group SWEDEN AB,10W30119 5013618A,23/05/2024,,,,PV_BP,,,,,Use CAC,,A,,,ML18,OGEL,NOBUILD,TM,29/05/2024,Jen,10,,,,,,,,,Y,No,,New,,6,,,,,,,,,,,x
K50033,NC003,NCAB Group SWEDEN AB,10W30121 5013619A TVMM6190020 R2,23/05/2024,,,,10LYR,19306,,,,Use Foil,,B,,,ML18,OGEL,NOBUILD,HM,29/05/2024,Anne,10,,,,,,,,,Y,No,ITAR,New,,6,,,,,,,,,,,x
K50036,NC005,NCAB Group Norway,4WA22046 4107598 68069350-00 Rev C,28/05/2024,,,,4LYR,,,,,Use CAC,,C,,,ML4A,OGEL,NOBUILD,NDB,28/05/2024,Anne,4,,,,,,,,,Y,No,,New,,6,,,,,,,,,,,x
K50037,NC005,NCAB Group Norway,6WA22047 4118943 68093684-00 Rev C,28/05/2024,10,,22B,6LYR,,,,,Use Foil,,C,,,ML4A,OGEL,NOBUILD,NDB,28/05/2024,Atoy,6,,,,,,,,,Y,No,,New,,6,,,,,,,,,,,x
K50038,NC005,NCAB Group Norway,16WA22048 4118369 68093384-03 Rev. B,28/05/2024,,,,PV_BP,,,,,Use CAC,,B,,,ML4A,OGEL,NOBUILD,SGJ,10/06/2024,Merlin,16,,,,,,,,,Y,Yes,,New,,6,,,,,,,,No,,,x
K50040,NC003,NCAB Group SWEDEN AB,12W30128 1860-5949 401045493 Rev A / Issue 1,29/05/2024,2,,24,PV_BP,19210,,,,Use CAC,,A / 1,,,ML4A,OGEL,NOBUILD,HM,04/06/2024,Anne,12,,,,,,,,,Y,No,,New,,6,,,,,,,,,,,x
K50052,CO050,Confidee AS,ART01582,31/05/2024,,,,PV_BP,,,,,Use CAC,,No Iss,,,ML6A,OGEL,NOBUILD,TM,24/06/2024,Merlin,4,,,,,,,,,Y,No,ITAR,Re-Tool,,4,,,,,,,,,,,x
K50055,CO050,Confidee AS,ART03753 9103347-2 (PCB 60237033-01 Rev B POWER),03/06/2024,1,,40B,PV_BP,19469,,,,Use Foil,,B,,,ML4A,SIEL,NOBUILD,DF,05/09/2024,Merlin,8,,,,,,,,,Y,No,,New,,2,,,,,,,,,,,x
